    Finished `test` profile [unoptimized] target(s) in 0.18s
     Running unittests src/lib.rs (/workspace/target/debug/deps/atuin_common-8cf6c9c650a85a28)
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_45____NAME_____NAME___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_46____NAMEnOTHERx_____NAMEnOTHERx___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_44____NAME__wJalr_K7______NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_38____NAME___type_____service_account________NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_22____NAME_Optional_str___wJalr_______NAME_Optional_str________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_39____NAMEx1b_311mwJalrx1b_m_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_40____NAMEx1b_38216622646m__wJalr__x1b_m_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_37____NAME___a_____b___rest_____NAME____rest___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_53____NAMEwJalr_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_43_______NAME_____ab__cd_____Expiration_____2026___________NAME____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_54____NAME_wJalr_____NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_42____Environment__NAMEV____FOObar_______Environment__NAME________F ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_55____NAME_1___wJalr_K7______NAME_1_________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_57____NAME_OLDwJalr_____NAME_OLD_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_59____NAME_abc123AWS_REGIONus_east_1_____NAME_____AWS_REGIONus_east ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_60____NAME_wJalr_OTHER_TOKENtok_____NAME______OTHER_TOKENtok___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_61____NAME___wJalr_____Expiration_____2026x_______NAME________Expir ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_49____NAME_dict_str_str____k_____wJalr________NAME_dict_str_str____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_58_______NAME_____wJalr_____X_____yz___________NAME__________X_____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_56____NAME_JSON___type_____service_account________NAME_JSON_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_52____constNAME_Cow__static_str__wJalr_______constNAME_Cow__static_ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_66____NAMEabc__def_______NAME______def_____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_65____NAME___a______b______c______d___1_________NAME_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_01____atuinloginFLAGhunter2_____atuinloginFLAG_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_51____constNAME_string_undefined__wJalr_______constNAME_string_unde ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_47____pubconstNAME____staticstr__wJalr_______pubconstNAME____static ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_62____NAME_Dict_str_Dict_str_str_____a______b_____c_________NAME_Di ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_50____NAME_typing_Optional_str___wJalr_______NAME_typing_Optional_s ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_03____atuinloginFLAG__huntertwo_______atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_02____atuinloginFLAGhunter2_____atuinloginFLAG_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_63____NAME___abc_____NAME_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_04____atuinloginFLAG__huntertwo_______atuinloginFLAG_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_48____NAME_str_None__wJalr_______NAME_str_None_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_64____NAME___abc_____NAME_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_11____atuinloginFLAG_________atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_10____atuinloginFLAG_____atuinloginFLAG___ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_06____atuinloginFLAG__it__s__quoted__here_______atuinloginFLAG_____ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_09____atuinloginFLAG__oopsnls_lancatf_____atuinloginFLAG____nls_lan ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_12____atuinloginFLAGx1b_311mhunter2x1b_m_____atuinloginFLAG_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_67____NAME_FILE_run_secrets_aws_____NAME_FILE_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_13____atuinloginFLAG_____atuinloginFLAG___ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_01____atuinloginFLAGhunter2_____atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_14____atuinlogin_umenFLAGhunter2n_____atuinlogin_umenFLAG____n___ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_03____atuinloginFLAG__huntertwo_______atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_02____atuinloginFLAGhunter2_____atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_04____atuinloginFLAG__huntertwo_______atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_07____atuinloginFLAG__it__________s_______atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_06____atuinloginFLAG__it__s__quoted__here_______atuinloginFLAG_____ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_07____atuinloginFLAG__it__________s_______atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_05____atuinlogin_umeFLAGhunter2__otherx_____atuinlogin_umeFLAG_____ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_10____atuinloginFLAG_____atuinloginFLAG___ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_11____atuinloginFLAG_________atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_13____atuinloginFLAG_____atuinloginFLAG___ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_14____atuinlogin_umenFLAGhunter2n_____atuinlogin_umenFLAG____n___ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_15____atuinloginntFLAGhunter2_____atuinloginntFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_12____atuinloginFLAGx1b_311mhunter2x1b_m_____atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_05____atuinlogin_umeFLAGhunter2__otherx_____atuinlogin_umeFLAG_____ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_15____atuinloginntFLAGhunter2_____atuinloginntFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_08____atuinloginFLAG__hun__ter2_____atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_01____atuinloginFLAGhunter2_____atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_02____atuinloginFLAGhunter2_____atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_04____atuinloginFLAG__huntertwo_______atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_03____atuinloginFLAG__huntertwo_______atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_1____p__::shape_16____atuinloginnFLAGhunter2_____atuinloginnFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_10____atuinloginFLAG_____atuinloginFLAG___ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_11____atuinloginFLAG_________atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_09____atuinloginFLAG__oopsnls_lancatf_____atuinloginFLAG____nls_lan ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_09____atuinloginFLAG__oopsnls_lancatf_____atuinloginFLAG____nls_lan ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_16____atuinloginnFLAGhunter2_____atuinloginnFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_2_____password__::shape_08____atuinloginFLAG__hun__ter2_____atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_05____atuinlogin_umeFLAGhunter2__otherx_____atuinlogin_umeFLAG_____ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_13____atuinloginFLAG_____atuinloginFLAG___ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_12____atuinloginFLAGx1b_311mhunter2x1b_m_____atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_08____atuinloginFLAG__hun__ter2_____atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_14____atuinlogin_umenFLAGhunter2n_____atuinlogin_umenFLAG____n___ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_16____atuinloginnFLAGhunter2_____atuinloginnFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_03____atuinloginFLAG__huntertwo_______atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_06____atuinloginFLAG__it__s__quoted__here_______atuinloginFLAG_____ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_02____atuinloginFLAGhunter2_____atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_04____atuinloginFLAG__huntertwo_______atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_09____atuinloginFLAG__oopsnls_lancatf_____atuinloginFLAG____nls_lan ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_10____atuinloginFLAG_____atuinloginFLAG___ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_11____atuinloginFLAG_________atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_05____atuinlogin_umeFLAGhunter2__otherx_____atuinlogin_umeFLAG_____ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_12____atuinloginFLAGx1b_311mhunter2x1b_m_____atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_06____atuinloginFLAG__it__s__quoted__here_______atuinloginFLAG_____ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_01____atuinloginFLAGhunter2_____atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_15____atuinloginntFLAGhunter2_____atuinloginntFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_15____atuinloginntFLAGhunter2_____atuinloginntFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_3____k__::shape_07____atuinloginFLAG__it__________s_______atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_14____atuinlogin_umenFLAGhunter2n_____atuinlogin_umenFLAG____n___ ... ok
test secrets::tests::every_pattern_has_a_case_that_actually_redacts ... ok
test secrets::tests::every_pattern_names_its_secret_group ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_13____atuinloginFLAG_____atuinloginFLAG___ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_16____atuinloginnFLAGhunter2_____atuinloginnFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_07____atuinloginFLAG__it__________s_______atuinloginFLAG_______ ... ok
test secrets::tests::every_login_flag_spelling_is_redacted::flag_4_____key__::shape_08____atuinloginFLAG__hun__ter2_____atuinloginFLAG_______ ... ok
test secrets::tests::login_attached_and_adjacent_flags::case_2_attached_key ... ok
test secrets::tests::login_attached_and_adjacent_flags::case_4_flag_as_value_is_over_redacted ... ok
test secrets::tests::login_attached_and_adjacent_flags::case_3_both_attached ... ok
test secrets::tests::login_attached_and_adjacent_flags::case_1_attached_password ... ok
test secrets::tests::merges_spans::case_1_overlapping ... ok
test secrets::tests::merges_spans::case_2_adjacent ... ok
test secrets::tests::near_misses_are_not_credentials::case_02_ghs_one_short ... ok
test secrets::tests::near_misses_are_not_credentials::case_01_ghp_one_short ... ok
test secrets::tests::near_misses_are_not_credentials::case_03_akia_one_short ... ok
test secrets::tests::near_misses_are_not_credentials::case_04_lowercase_aws_name ... ok
test secrets::tests::merges_spans::case_3_touching ... ok
test secrets::tests::near_misses_are_not_credentials::case_05_pulumi_uppercase_hex ... ok
test secrets::tests::near_misses_are_not_credentials::case_06_v1_unescaped_dot ... ok
test secrets::tests::near_misses_are_not_credentials::case_08_login_without_whitespace ... ok
test secrets::tests::near_misses_are_not_credentials::case_07_github_pat_no_leading_digit ... ok
test secrets::tests::near_misses_are_not_credentials::case_10_slack_webhook_short_team ... ok
test secrets::tests::near_misses_are_not_credentials::case_11_slack_webhook_wrong_team_prefix ... ok
test secrets::tests::near_misses_are_not_credentials::case_12_slack_bot_short_first_group ... ok
test secrets::tests::merges_spans::case_4_runs_past ... ok
test secrets::tests::near_misses_are_not_credentials::case_09_stripe_one_short ... ok
test secrets::tests::near_misses_are_not_credentials::case_13_npm_one_short ... ok
test secrets::tests::passes_text_through_borrowed::case_01_ordinary_command ... ok
test secrets::tests::passes_text_through_borrowed::case_02_empty ... ok
test secrets::tests::near_misses_are_not_credentials::case_14_netlify_unknown_kind ... ok
test secrets::tests::passes_text_through_borrowed::case_03_the_marker_itself ... ok
test secrets::tests::passes_text_through_borrowed::case_05_login_without_arguments ... ok
test secrets::tests::passes_text_through_borrowed::case_06_almost_a_token ... ok
test secrets::tests::near_misses_are_not_credentials::case_15_stripe_test_one_short ... ok
test secrets::tests::passes_text_through_borrowed::case_08_already_redacted_login ... ok
test secrets::tests::passes_text_through_borrowed::case_09_two_markers_as_value ... ok
test secrets::tests::passes_text_through_borrowed::case_10_yaml_literal_block ... ok
test secrets::tests::passes_text_through_borrowed::case_04_named_but_never_assigned ... ok
test secrets::tests::passes_text_through_borrowed::case_11_yaml_folded_block ... ok
test secrets::tests::passes_text_through_borrowed::case_13_shell_continuation ... ok
test secrets::tests::passes_text_through_borrowed::case_14_yaml_tag ... ok
test secrets::tests::passes_text_through_borrowed::case_15_yaml_anchor ... ok
test secrets::tests::passes_text_through_borrowed::case_07_already_redacted_assignment ... ok
test secrets::tests::every_pattern_is_recognised ... ok
test secrets::tests::recognises_text_involving_a_credential::case_1_assignment ... ok
test secrets::tests::recognises_text_involving_a_credential::case_2_mere_mention_with_no_value ... ok
test secrets::tests::recognises_text_involving_a_credential::case_3_login_without_arguments ... ok
test secrets::tests::recognises_text_involving_a_credential::case_5_ordinary_command ... ok
test secrets::tests::recognises_text_involving_a_credential::case_4_bare_credential ... ok
test secrets::tests::recognises_text_involving_a_credential::case_6_empty ... ok
test secrets::tests::recognises_text_involving_a_credential::case_7_the_marker_itself ... ok
test secrets::tests::passes_text_through_borrowed::case_16_multiline_json_opener ... ok
test secrets::tests::passes_text_through_borrowed::case_12_heredoc ... ok
test secrets::tests::redacts::case_01_assignment_keeps_its_name ... ok
test secrets::tests::redacts::case_02_colon_separated_assignment ... ok
test secrets::tests::every_pattern_redacts_to_its_declared_value::embed_1_false ... ok
test secrets::tests::redacts::case_04_single_quoted_login_password ... ok
test secrets::tests::redacts::case_03_both_credentials_of_one_login ... ok
test secrets::tests::redaction_reaches_a_fixed_point_in_one_call::case_2_credential_in_a_type_position_with_a_value ... ok
test secrets::tests::redacts::case_05_long_login_flag ... ok
test secrets::tests::redacts::case_08_multibyte_neighbours_survive ... ok
test secrets::tests::redacts::case_09_credential_at_the_very_start ... ok
test secrets::tests::redacts::case_06_two_assignments_stay_two_matches ... ok
test secrets::tests::redacts::case_07_surrounding_text_survives ... ok
test secrets::tests::redaction_reaches_a_fixed_point_in_one_call::case_1_credential_in_a_type_position ... ok
test secrets::tests::redacts::case_11_five_stars_are_a_value ... ok
test secrets::tests::stripe_keys_of_any_modern_length_are_fully_redacted::case_3_old_format_still_exact ... ok
test secrets::tests::stripe_keys_of_any_modern_length_are_fully_redacted::case_2_modern_test ... ok
test secrets::tests::stripe_keys_of_any_modern_length_are_fully_redacted::case_1_modern_live ... ok
test secrets::tests::stripe_keys_of_any_modern_length_are_fully_redacted::case_4_followed_by_punctuation ... ok
test secrets::tests::redacts::case_10_two_credentials_on_separate_lines ... ok
test secrets::tests::borrowed_exactly_when_nothing_changed ... ok
test secrets::tests::window_gap_and_quote_bounds::case_3_two_space_table_gap ... ok
test secrets::tests::every_pattern_redacts_to_its_declared_value::embed_2_true ... ok
test secrets::tests::window_gap_and_quote_bounds::case_2_beyond_the_window_is_left_alone ... ok
test secrets::tests::window_gap_and_quote_bounds::case_4_double_quote_stops_at_the_line_end ... ok
test secrets::tests::window_gap_and_quote_bounds::case_1_long_username_inside_the_window ... ok
test slice::tests::comparer_ignores_the_stack_size ... ok
test slice::tests::comparer_is_reflexive ... ok
test slice::tests::comparer_ignores_order_and_duplicates ... ok
test secrets::tests::window_gap_and_quote_bounds::case_5_single_quote_stops_at_the_line_end ... ok
test slice::tests::partition_dedup_leaves_no_consecutive_duplicates ... ok
test slice::tests::comparer_matches_set_equality ... ok
test slice::tests::test_partition_dedup::case_01 ... ok
test slice::tests::test_partition_dedup::case_02 ... ok
test slice::tests::test_partition_dedup::case_03 ... ok
test slice::tests::test_partition_dedup::case_04 ... ok
test slice::tests::test_partition_dedup::case_05 ... ok
test slice::tests::test_partition_dedup::case_06 ... ok
test slice::tests::test_partition_dedup::case_07 ... ok
test slice::tests::test_partition_dedup::case_08 ... ok
test slice::tests::test_partition_dedup::case_09 ... ok
test slice::tests::test_partition_dedup::case_10 ... ok
test slice::tests::test_partition_dedup::case_11 ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_01::_stack_size_1____0_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_01::_stack_size_2____1_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_01::_stack_size_3____2_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_01::_stack_size_4____3_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_01::_stack_size_5____4_ ... ok
test slice::tests::partition_dedup_matches_vec_dedup ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_01::_stack_size_6____5_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_02::_stack_size_1____0_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_02::_stack_size_3____2_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_02::_stack_size_4____3_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_02::_stack_size_2____1_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_02::_stack_size_5____4_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_02::_stack_size_6____5_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_03::_stack_size_2____1_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_03::_stack_size_3____2_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_03::_stack_size_1____0_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_03::_stack_size_5____4_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_03::_stack_size_6____5_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_03::_stack_size_4____3_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_04::_stack_size_2____1_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_04::_stack_size_3____2_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_04::_stack_size_1____0_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_04::_stack_size_4____3_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_04::_stack_size_5____4_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_04::_stack_size_6____5_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_05::_stack_size_2____1_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_05::_stack_size_3____2_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_05::_stack_size_1____0_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_05::_stack_size_4____3_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_05::_stack_size_5____4_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_05::_stack_size_6____5_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_06::_stack_size_2____1_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_06::_stack_size_3____2_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_06::_stack_size_1____0_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_06::_stack_size_4____3_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_07::_stack_size_1____0_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_06::_stack_size_5____4_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_06::_stack_size_6____5_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_07::_stack_size_2____1_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_07::_stack_size_5____4_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_07::_stack_size_3____2_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_07::_stack_size_4____3_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_07::_stack_size_6____5_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_08::_stack_size_1____0_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_08::_stack_size_2____1_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_08::_stack_size_3____2_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_08::_stack_size_4____3_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_08::_stack_size_5____4_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_09::_stack_size_1____0_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_08::_stack_size_6____5_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_09::_stack_size_2____1_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_09::_stack_size_3____2_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_09::_stack_size_5____4_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_09::_stack_size_4____3_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_09::_stack_size_6____5_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_10::_stack_size_1____0_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_10::_stack_size_2____1_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_10::_stack_size_3____2_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_10::_stack_size_4____3_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_10::_stack_size_5____4_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_11::_stack_size_1____0_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_11::_stack_size_2____1_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_10::_stack_size_6____5_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_11::_stack_size_3____2_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_11::_stack_size_4____3_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_11::_stack_size_5____4_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_11::_stack_size_6____5_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_12::_stack_size_2____1_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_12::_stack_size_1____0_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_12::_stack_size_4____3_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_12::_stack_size_3____2_ ... ok
